Year,Week,Beat,District
2019,39,321,3.0
2021,52,723,7.0
2023,36,532,5.0
2020,22,322,3.0
2019,8,812,8.0
2021,50,1434,14.0
2020,49,814,8.0
2022,42,423,4.0
2021,53,623,6.0
2019,45,234,2.0
2019,49,633,6.0
2019,34,835,8.0
2021,38,822,8.0
2020,51,1221,12.0
2019,45,1911,19.0
2023,12,235,2.0
2021,47,123,1.0
2022,15,323,3.0
2021,20,231,2.0
2023,7,2222,22.0
2019,37,411,4.0
2022,25,1921,19.0
2019,23,1433,14.0
2019,9,533,5.0
2023,21,1023,10.0
2021,36,431,4.0
2020,26,1724,17.0
2022,12,311,3.0
2020,6,2211,22.0
2022,6,611,6.0
2023,39,715,7.0
2020,16,1733,17.0
2019,31,712,7.0
2021,4,713,7.0
2020,12,821,8.0
2020,26,823,8.0
2019,29,114,1.0
2020,31,314,3.0
2022,28,734,7.0
2021,19,1115,11.0
2021,52,726,7.0
2020,39,733,7.0
2019,17,1921,19.0
2020,12,1812,18.0
2023,34,1931,19.0
2019,14,2513,25.0
2022,49,522,5.0
2023,17,1414,14.0
2020,29,2413,24.0
2021,43,1922,19.0
2021,10,2521,25.0
2022,28,814,8.0
2020,35,1412,14.0
2022,3,832,8.0
2023,30,2525,25.0
2020,45,1121,11.0
2020,47,722,7.0
2021,9,1422,14.0
2022,20,2522,25.0
2021,5,633,6.0
2021,5,1933,19.0
2022,17,1233,12.0
2020,12,1112,11.0
2021,27,2511,25.0
2023,40,714,7.0
2023,52,2514,25.0
2022,35,1932,19.0
2020,27,1614,16.0
2019,46,523,5.0
2020,34,311,3.0
2021,45,1533,15.0
2020,46,321,3.0
2023,30,2022,20.0
2021,1,2523,25.0
2019,44,523,5.0
2022,16,1533,15.0
2020,30,2013,20.0
2021,36,1653,16.0
2023,35,431,4.0
2019,5,1214,12.0
2021,19,1434,14.0
2020,39,734,7.0
2022,49,523,5.0
2022,2,631,6.0
2020,34,1114,11.0
2019,10,912,9.0
2020,18,111,1.0
2022,38,2523,25.0
2019,48,511,5.0
2021,35,2512,25.0
2023,16,1831,18.0
2019,22,2222,22.0
2023,41,614,6.0
2021,4,111,1.0
2020,50,235,2.0
2019,34,1214,12.0
2022,43,1433,14.0
2021,14,1523,15.0
2022,50,1114,11.0
2022,41,2524,25.0
2021,38,321,3.0
2019,5,914,9.0
2023,16,924,9.0
2019,1,1031,10.0
2021,50,734,7.0
2022,15,333,3.0
2021,14,622,6.0
2023,35,1922,19.0
2019,7,511,5.0
2021,52,512,5.0
2020,37,1613,16.0
2021,22,314,3.0
2022,15,1424,14.0
2023,42,322,3.0
2023,11,225,2.0
2022,47,835,8.0
2021,36,1122,11.0
2019,17,532,5.0
2023,3,2011,20.0
2023,42,2413,24.0
2020,3,324,3.0
2020,53,1733,17.0
2022,51,711,7.0
2021,13,2033,20.0
2023,18,1132,11.0
2023,7,2424,24.0
2023,9,1832,18.0
2021,14,1912,19.0
2022,29,735,7.0
2023,4,222,2.0
2019,33,2412,24.0
2022,5,1531,15.0
2023,24,434,4.0
2019,11,2423,24.0
2019,10,1931,19.0
2023,35,833,8.0
2022,36,822,8.0
2022,52,1115,11.0
2020,10,2232,22.0
2022,22,1223,12.0
2021,16,712,7.0
2022,41,1411,14.0
2019,35,1914,19.0
2020,5,711,7.0
2020,35,913,9.0
2023,20,414,4.0
2020,31,1434,14.0
2022,36,133,1.0
2023,32,614,6.0
2021,22,725,7.0
2022,5,621,6.0
2021,8,2522,25.0
2023,15,1433,14.0
2021,26,1915,19.0
2021,44,1022,10.0
2022,20,1731,17.0
2020,42,1232,12.0
2022,8,533,5.0
2023,3,2221,22.0
2021,50,114,1.0
2020,3,133,1.0
2021,9,1412,14.0
2020,36,2534,25.0
2020,4,331,3.0
2023,30,2234,22.0
2020,22,812,8.0
2023,10,1932,19.0
2019,3,121,1.0
2023,37,723,7.0
2022,6,2413,24.0
2021,34,2524,25.0
2022,31,531,5.0
2019,45,1611,16.0
2023,27,1653,16.0
2022,36,733,7.0
2019,41,2031,20.0
2020,4,322,3.0
2022,20,1424,14.0
2020,7,511,5.0
2022,8,1424,14.0
2019,37,322,3.0
2021,38,732,7.0
2021,18,2411,24.0
2023,9,825,8.0
2023,12,1133,11.0
2020,47,1924,19.0
2020,9,835,8.0
2019,20,414,4.0
2022,11,2212,22.0
2019,40,1923,19.0
2019,2,1134,11.0
2023,23,1934,19.0
2021,53,2221,22.0
2020,34,222,2.0
2023,9,1133,11.0
2019,24,1632,16.0
2021,23,1814,18.0
2019,51,1533,15.0
2019,32,1024,10.0
2022,39,2411,24.0
2019,31,935,9.0
2019,31,1911,19.0
2021,43,1914,19.0
2023,5,1612,16.0
2019,6,622,6.0
2019,39,1813,18.0
2023,2,835,8.0
2022,23,1113,11.0
2022,21,2515,25.0
2020,23,533,5.0
2021,4,722,7.0
2021,39,1513,15.0
2023,31,213,2.0
2023,5,1024,10.0
2022,46,1624,16.0
2021,32,1225,12.0
2019,41,1811,18.0
2019,19,2234,22.0
2020,48,1654,16.0
2019,39,533,5.0
2021,52,715,7.0
2019,8,432,4.0
2023,19,2423,24.0
2019,20,2213,22.0
2020,12,1915,19.0
2019,25,912,9.0
2022,21,2222,22.0
2021,11,913,9.0
2022,4,1634,16.0
2021,4,711,7.0
2019,33,1653,16.0
2020,49,524,5.0
2019,16,1431,14.0
2023,40,2212,22.0
2020,11,611,6.0
2019,7,612,6.0
2021,43,1924,19.0
2022,19,211,2.0
2023,2,423,4.0
2023,4,132,1.0
2022,52,1523,15.0
2021,47,1523,15.0
2020,42,813,8.0
2019,35,2222,22.0
2023,31,1512,15.0
2019,35,1213,12.0
2022,47,2412,24.0
2020,39,1024,10.0
2020,13,1513,15.0
2019,30,1422,14.0
2022,29,1911,19.0
2023,17,1423,14.0
2022,1,231,2.0
2019,10,132,1.0
2022,15,1421,14.0
2019,15,2511,25.0
2021,52,225,2.0
2022,11,1733,17.0
2020,37,1623,16.0
2022,13,2534,25.0
2021,11,2412,24.0
2021,53,1012,10.0
2023,23,1213,12.0
2020,9,713,7.0
2021,43,2033,20.0
2020,9,211,2.0
2022,50,124,1.0
2022,28,613,6.0
2021,25,523,5.0
2019,22,1824,18.0
2019,1,234,2.0
2019,9,2514,25.0
2020,46,914,9.0
2023,30,1914,19.0
2020,30,1933,19.0
2023,30,1613,16.0
2019,34,825,8.0
2019,49,223,2.0
2023,28,1413,14.0
2022,10,1654,16.0
2019,23,1012,10.0
2019,37,1612,31.0
2019,33,1021,10.0
2023,4,831,8.0
2022,13,726,7.0
2021,2,2525,25.0
2019,27,1632,16.0
2020,23,612,6.0
2022,2,313,3.0
2021,3,723,7.0
2022,52,1614,16.0
2020,25,1923,19.0
2022,45,1424,14.0
2021,33,112,1.0
2019,2,311,3.0
2023,6,233,2.0
2021,14,814,8.0
2023,34,1632,16.0
2020,49,1222,12.0
2020,43,1634,16.0
2023,16,432,4.0
2020,26,2012,20.0
2019,25,1821,18.0
2020,13,531,5.0
2019,44,332,3.0
2023,5,113,1.0
2020,15,322,3.0
2020,3,1011,10.0
2019,25,1611,16.0
2020,29,1633,16.0
2021,1,2031,20.0
2021,2,923,9.0
2023,18,1921,19.0
2023,44,432,4.0
2022,37,1821,18.0
2019,12,634,6.0
2021,28,1925,19.0
2019,12,1724,17.0
2020,13,935,9.0
2019,28,713,7.0
2022,37,2023,20.0
2021,17,1024,10.0
2019,38,1613,16.0
2021,7,121,1.0
2020,29,912,9.0
2019,26,424,4.0
2021,12,1933,19.0
2021,1,1811,18.0
2023,22,124,1.0
2022,26,2413,24.0
2019,45,1135,11.0
2019,25,1731,17.0
2019,38,1413,14.0
2019,1,631,6.0
2019,49,322,3.0
2023,22,1532,15.0
2021,9,1012,10.0
2023,17,1214,12.0
2020,12,1731,17.0
2020,8,324,3.0
2023,25,532,5.0
2021,24,1134,11.0
2022,19,513,5.0
2021,7,123,1.0
2019,27,1653,16.0
2020,11,724,7.0
2020,51,332,3.0
2019,16,1523,15.0
2022,2,1135,11.0
2020,5,414,4.0
2022,5,412,4.0
2023,34,1422,14.0
2022,25,334,3.0
2020,21,2512,25.0
2022,35,434,4.0
2021,19,2022,20.0
2019,8,624,6.0
2023,39,2534,25.0
2023,15,334,3.0
2023,26,2512,25.0
2022,35,313,3.0
2021,4,1924,19.0
2023,22,1912,19.0
2019,30,235,2.0
2019,45,1432,14.0
2019,43,1022,10.0
2022,49,823,8.0
2019,25,1925,19.0
2019,34,914,9.0
2022,20,1032,10.0
2022,10,821,8.0
2022,13,733,7.0
2020,26,1932,19.0
2019,40,1212,12.0
2020,2,2221,22.0
2020,53,1722,17.0
2022,26,1713,17.0
2020,12,931,9.0
2019,18,1223,12.0
2021,21,834,8.0
2022,43,1524,15.0
2023,33,215,2.0
2021,19,1224,12.0
2023,25,2432,24.0
2020,33,1224,12.0
2021,33,124,1.0
2023,34,935,9.0
2019,30,1814,18.0
2020,42,212,2.0
2023,14,1511,15.0
2021,21,1931,19.0
2022,16,912,9.0
2022,6,333,3.0
2020,17,314,3.0
2022,44,1932,19.0
2022,21,412,4.0
2023,41,713,7.0
2020,12,324,3.0
2023,43,714,7.0
2019,38,213,2.0
2023,17,2522,25.0
2021,42,1833,18.0
2021,46,235,2.0
2019,14,2222,22.0
2022,33,2515,25.0
2023,18,424,4.0
2021,12,1034,10.0
2019,21,1125,11.0
2020,43,1723,17.0
2021,52,1215,12.0
2022,10,232,2.0
2022,8,925,9.0
2023,28,722,7.0
2022,43,531,5.0
2022,28,932,9.0
2021,39,811,8.0
2020,21,1612,16.0
2022,19,1021,10.0
2023,31,2525,25.0
2023,21,123,1.0
2021,43,932,9.0
2023,32,1621,16.0
2021,29,1121,11.0
2021,28,1121,11.0
2022,10,1212,12.0
2023,33,822,8.0
2022,7,1123,11.0
2023,10,214,2.0
2023,7,711,7.0
2020,46,434,4.0
2023,39,332,3.0
2023,35,411,4.0
2021,27,2512,25.0
2022,18,1113,11.0
2022,42,2521,25.0
2021,37,922,9.0
2021,28,1712,17.0
2023,26,121,1.0
2021,22,1022,10.0
2023,30,923,9.0
2023,15,1813,18.0
2019,34,821,8.0
2021,1,623,6.0
2021,21,731,7.0
2022,15,1125,11.0
2022,38,1123,11.0
2019,41,1623,16.0
2020,53,723,7.0
2020,16,822,8.0
2023,34,424,4.0
2023,30,1731,17.0
2021,45,1812,18.0
2021,33,735,7.0
2021,6,2033,20.0
2021,10,1225,12.0
2021,9,431,4.0
2022,10,824,8.0
2020,8,1211,12.0
2020,49,2522,25.0
2022,4,223,2.0
2020,10,2424,24.0
2022,46,235,2.0
2023,13,2424,24.0
2020,45,2525,25.0
2022,12,1731,17.0
2022,21,1111,11.0
2019,7,121,1.0
2022,47,2012,20.0
2022,28,735,7.0
2021,16,921,9.0
2022,46,2514,25.0
2019,8,2513,25.0
2019,45,1523,15.0
2021,22,1232,12.0
2020,20,1832,18.0
2023,3,1531,15.0
2020,11,121,1.0
2022,39,1623,16.0
2022,29,1711,17.0
2020,49,1911,19.0
2019,9,2234,22.0
2019,23,1611,16.0
2021,18,1933,19.0
2020,33,1022,10.0
2019,41,923,9.0
2022,24,1112,11.0
2021,24,1423,14.0
2022,22,1434,14.0
2021,14,2532,25.0
2022,10,1022,10.0
2022,15,1614,16.0
2019,16,2531,25.0
2019,52,925,9.0
2022,46,122,1.0
2023,12,411,4.0
2019,21,2413,24.0
2022,12,1221,12.0
2021,14,2211,22.0
2021,45,1013,10.0
2019,14,225,2.0
2022,25,1034,10.0
2023,5,414,4.0
2023,10,1125,11.0
2023,30,2532,25.0
2019,29,511,5.0
2020,19,312,3.0
2020,25,1823,18.0
2022,28,113,1.0
2023,34,612,6.0
2021,16,321,3.0
2021,50,2033,20.0
2019,6,823,8.0
2021,10,1834,18.0
2023,52,1125,11.0
2023,19,931,9.0
2020,19,1912,19.0
2019,49,2521,25.0
2019,38,1812,18.0
2019,42,1133,11.0
2019,5,1935,19.0
2022,18,511,5.0
2023,33,331,3.0
2022,16,1912,19.0
2020,17,234,2.0
2021,32,331,3.0
2022,28,1123,11.0
2022,38,1222,12.0
2022,32,323,3.0
2021,46,921,9.0
2019,48,2531,25.0
2021,11,1431,14.0
2022,30,1123,11.0
2023,40,1212,12.0
2023,6,1621,16.0
2020,43,614,6.0
2023,22,414,4.0
2021,10,822,8.0
2021,6,2232,22.0
2023,37,1611,16.0
2022,7,424,4.0
2023,5,432,4.0
2020,8,1031,10.0
2019,22,432,4.0
2020,52,2033,20.0
2021,22,624,6.0
2021,46,1032,10.0
2019,38,2031,20.0
2020,14,1934,19.0
2022,9,722,7.0
2019,7,1611,16.0
2020,25,2012,20.0
2022,14,312,3.0
2019,33,212,2.0
2020,29,1224,12.0
2023,3,1532,15.0
2022,46,2525,25.0
2023,37,624,6.0
2019,13,1833,18.0
2020,18,1933,19.0
2019,33,1654,16.0
2020,52,1032,10.0
2020,31,732,7.0
2021,49,2233,22.0
2020,1,714,7.0
2020,50,1524,15.0
2022,24,1655,16.0
2021,52,1724,17.0
2019,23,1711,17.0
2020,27,1132,11.0
2020,46,1632,16.0
2019,3,1821,18.0
2019,29,1132,11.0
2022,16,2023,20.0
2022,38,1221,12.0
2021,52,1731,17.0
2022,19,2525,25.0
2019,36,412,4.0
2019,24,413,4.0
2023,36,431,4.0
2022,51,2222,22.0
2021,40,1413,14.0
2022,3,722,7.0
2021,13,232,2.0
2023,21,1134,11.0
2019,38,934,9.0
2020,52,2032,20.0
2022,21,121,1.0
2020,50,1923,19.0
2019,47,714,7.0
2019,14,221,2.0
2023,18,131,1.0
2021,32,715,7.0
2022,40,715,7.0
2022,45,1423,14.0
2019,50,1225,12.0
2022,1,1513,15.0
2020,48,2535,25.0
2019,17,924,9.0
2019,34,1931,19.0
2023,6,912,9.0
2022,39,1021,10.0
2023,52,235,2.0
2020,53,624,6.0
2023,25,715,7.0
2021,44,112,1.0
2021,18,1024,10.0
2021,7,1423,14.0
2023,30,1112,11.0
2021,8,735,7.0
2019,7,1922,19.0
2023,44,431,4.0
2022,39,1123,11.0
2022,50,1432,14.0
2020,21,1024,10.0
2021,6,1654,16.0
2020,25,1523,15.0
2019,17,734,7.0
2019,11,334,3.0
2019,4,834,8.0
2021,31,1614,16.0
2022,11,2524,25.0
2021,34,815,8.0
2021,51,331,3.0
2019,26,1932,19.0
2023,33,1632,16.0
2021,32,524,5.0
2021,13,1915,19.0
2021,17,2523,25.0
2021,52,232,2.0
2022,4,735,7.0
2023,4,1933,19.0
2020,47,1931,19.0
2023,1,1933,19.0
2022,16,2011,20.0
2021,52,2211,22.0
2021,16,1012,10.0
2020,29,1225,12.0
2019,49,821,8.0
2021,33,222,2.0
2020,35,1033,10.0
2020,43,1532,15.0
2023,4,333,3.0
2021,13,1832,18.0
2021,13,324,3.0
2022,17,1114,11.0
2022,44,2013,20.0
2021,29,715,7.0
2020,44,1924,19.0
2023,15,2533,25.0
2023,41,332,3.0
2020,39,132,1.0
2019,3,814,8.0
2022,9,621,6.0
2021,3,1215,12.0
2021,6,532,5.0
2021,47,1812,18.0
2023,32,1131,11.0
2023,32,522,5.0
2019,5,1422,14.0
2020,32,1811,18.0
2020,16,334,3.0
2020,22,434,4.0
2019,19,1124,11.0
2019,3,414,4.0
2021,46,1822,18.0
2023,16,1653,16.0
2023,20,2031,20.0
2019,22,1223,12.0
2022,5,2012,20.0
2019,28,1434,14.0
2022,21,2413,24.0
2023,52,1113,11.0
2023,38,1731,17.0
2020,33,1221,12.0
2019,8,1031,10.0
2020,46,2223,22.0
2021,27,1021,10.0
2020,41,2431,24.0
2023,34,1433,14.0
2021,19,225,2.0
2022,40,1022,10.0
2023,17,931,9.0
2023,39,311,3.0
2020,41,1935,19.0
2022,49,423,4.0
2020,46,213,2.0
2022,33,734,7.0
2022,49,215,2.0
2021,37,532,5.0
2021,10,1622,16.0
2023,33,1813,18.0
2023,15,1512,15.0
2019,40,1933,19.0
2022,19,2431,24.0
2019,36,2413,24.0
2021,46,1933,19.0
2022,17,421,4.0
2021,30,221,2.0
2019,6,822,8.0
2023,13,914,9.0
2021,32,1414,14.0
2022,22,1214,12.0
2023,37,2521,25.0
2021,37,1831,18.0
2022,16,1652,16.0
2023,9,2433,24.0
2020,26,733,7.0
2019,7,513,5.0
2022,17,1024,10.0
2023,44,1532,15.0
2020,47,414,4.0
2020,12,732,7.0
2019,24,2232,22.0
2019,15,1524,15.0
2023,38,824,8.0
2022,33,724,7.0
2019,10,1831,18.0
2019,29,2525,25.0
2020,4,321,3.0
2020,9,1024,10.0
2023,33,2023,20.0
2019,29,913,9.0
2020,32,2432,24.0
2019,29,1424,14.0
2019,16,2234,22.0
2019,19,114,1.0
2021,46,1433,14.0
2019,21,2222,22.0
2020,17,1732,17.0
2023,40,613,6.0
2023,2,1652,16.0
2020,7,333,3.0
2019,33,1421,14.0
2023,39,1423,14.0
2023,27,1413,14.0
2022,6,1222,12.0
2022,7,724,7.0
2022,17,215,2.0
2020,40,932,9.0
2019,22,814,8.0
2019,43,1612,16.0
2019,24,1652,16.0
2022,18,1611,16.0
2019,9,1931,19.0
2022,26,133,1.0
2022,2,1621,16.0
2022,35,935,9.0
2020,50,923,9.0
2020,47,413,4.0
2020,29,811,8.0
2019,17,1132,11.0
2020,35,221,2.0
2023,25,132,1.0
2023,31,1034,10.0
2020,27,1612,16.0
2022,37,1513,15.0
2023,52,1111,11.0
2020,7,321,3.0
2020,4,311,3.0
2023,6,1212,12.0
2019,30,1421,14.0
2020,26,1433,14.0
2021,52,1132,11.0
2023,15,935,9.0
2022,52,321,3.0
2020,28,2522,25.0
2021,30,1922,19.0
2022,4,323,3.0
2023,37,932,9.0
2020,33,1723,17.0
2020,9,1233,12.0
2020,46,2222,22.0
2021,1,624,6.0
2022,52,2232,22.0
2021,18,1111,11.0
2023,32,621,6.0
2019,13,2234,22.0
2019,30,522,5.0
2020,12,1911,19.0
2020,14,1014,10.0
2023,12,1614,16.0
2021,50,924,9.0
2022,40,825,8.0
2022,38,1032,10.0
2022,37,1624,16.0
2019,19,1622,16.0
2023,1,2232,22.0
2020,15,512,5.0
2020,2,2223,22.0
2021,41,422,4.0
2022,33,822,8.0
2019,27,225,2.0
2021,41,811,8.0
2021,6,1431,14.0
2023,27,611,6.0
2020,1,2513,25.0
2023,41,2514,25.0
2023,39,1932,19.0
2022,9,1225,12.0
2021,5,215,2.0
2021,39,1124,11.0
2019,5,2512,25.0
2023,31,2521,25.0
2019,19,124,1.0
2019,30,915,9.0
2020,14,433,4.0
2023,29,634,6.0
2020,48,1533,15.0
2019,36,911,9.0
2023,40,1911,19.0
2019,50,815,8.0
2019,41,1612,16.0
2019,4,2535,25.0
2022,21,1215,12.0
2022,17,2534,25.0
2019,6,1722,17.0
2022,42,1115,11.0
2020,5,2234,22.0
2022,31,1222,12.0
2022,3,2533,25.0
2019,27,1434,14.0
2020,34,2522,25.0
2021,10,233,2.0
2020,51,414,4.0
2021,37,1823,18.0
2022,20,915,9.0
2022,49,321,3.0
2019,43,1822,18.0
2019,27,832,8.0
2021,51,322,3.0
2021,37,114,1.0
2023,39,812,8.0
2021,24,713,7.0
2019,47,432,4.0
2019,35,1121,11.0
2023,24,2022,20.0
2023,44,1113,11.0
2021,17,1121,11.0
2020,23,823,8.0
2020,48,1113,11.0
2022,33,835,8.0
2021,14,1124,11.0
2021,30,2422,24.0
2020,31,212,2.0
2020,25,922,9.0
2021,49,414,4.0
2023,33,622,6.0
2023,18,622,6.0
2020,3,2023,20.0
2022,17,1222,12.0
2020,14,1112,11.0
2022,35,2531,25.0
2020,47,214,2.0
2022,7,532,5.0
2020,10,723,7.0
2020,48,1512,15.0
2022,29,1434,14.0
2021,6,1834,18.0
2020,34,1713,17.0
2022,37,111,1.0
2023,5,2033,20.0
2023,45,1523,15.0
2021,25,112,1.0
2022,6,111,1.0
2023,21,1424,14.0
2019,36,1631,16.0
2023,42,1115,11.0
2022,7,1413,14.0
2023,31,2424,24.0
2019,41,733,7.0
2021,3,1531,15.0
2020,44,225,2.0
2022,15,1524,15.0
2020,14,722,7.0
2022,8,1531,15.0
2023,23,412,4.0
2019,50,2511,25.0
2022,29,2515,25.0
2022,51,1832,18.0
2020,52,925,9.0
2022,37,1722,17.0
2021,43,921,9.0
2023,38,2432,24.0
2022,46,212,2.0
2022,16,422,4.0
2021,10,723,7.0
2020,35,1221,12.0
2021,24,1653,31.0
2021,50,1621,16.0
2023,45,735,7.0
2019,2,1653,16.0
2021,22,131,1.0
2022,14,432,4.0
2022,29,512,5.0
2023,23,2431,24.0
2019,13,321,3.0
2022,23,1611,16.0
2023,32,1913,19.0
2023,52,1031,10.0
2019,42,1024,10.0
2023,23,1651,16.0
2022,52,1935,19.0
2021,44,713,7.0
2019,32,1123,11.0
2021,2,2411,24.0
2023,39,1122,11.0
2019,3,1213,12.0
2020,39,1732,17.0
2020,1,631,6.0
2020,48,411,4.0
2023,4,412,4.0
2023,34,835,8.0
2021,27,1914,19.0
2022,40,1124,11.0
2020,7,1651,16.0
2021,35,2033,20.0
2020,30,1221,12.0
2023,7,932,9.0
2020,9,1111,11.0
2019,30,2423,24.0
2020,5,124,1.0
2022,34,233,2.0
2022,15,321,3.0
2019,38,513,5.0
2023,21,113,1.0
2022,31,313,3.0
2021,16,2422,24.0
2022,40,2423,24.0
2021,7,1921,19.0
2020,7,2013,20.0
2022,1,1124,11.0
2023,42,414,4.0
2023,26,2032,20.0
2020,48,423,4.0
2019,15,614,6.0
2021,23,1611,16.0
2019,20,421,4.0
2022,21,1813,18.0
2021,28,2423,24.0
2022,42,1233,12.0
2022,10,1634,16.0
2019,32,813,8.0
2021,1,1223,12.0
2021,37,831,8.0
2023,4,931,9.0
2019,46,613,6.0
2023,28,1633,16.0
2020,32,714,7.0
2019,1,421,4.0
2019,20,1522,15.0
2023,45,714,7.0
2023,22,213,2.0
2021,46,331,3.0
2019,15,1913,19.0
2021,16,622,6.0
2022,22,214,2.0
2019,50,924,9.0
2023,36,1732,17.0
2020,37,1653,16.0
2023,38,313,3.0
2019,22,613,6.0
2022,25,2432,24.0
2020,14,412,4.0
2020,24,1935,19.0
2022,50,1921,19.0
2023,10,924,9.0
2022,20,1611,16.0
2023,30,1824,18.0
2021,17,914,9.0
2021,21,825,8.0
2021,44,2411,24.0
2023,37,1631,16.0
2021,24,2223,22.0
2019,5,1023,10.0
2020,52,1232,12.0
2020,24,213,2.0
2022,2,1925,19.0
2023,9,2413,24.0
2020,17,1031,10.0
2022,38,1112,11.0
2021,49,1014,10.0
2021,25,1131,11.0
2020,45,524,5.0
2023,28,2433,24.0
2019,33,113,1.0
2023,5,915,9.0
2019,1,811,8.0
2020,50,1223,12.0
2022,41,2512,25.0
2019,43,614,6.0
2020,1,212,2.0
2019,39,2223,22.0
2020,49,825,8.0
2020,3,2532,25.0
2021,8,1713,17.0
2020,42,223,2.0
2020,9,1711,17.0
2019,37,1235,12.0
2022,51,2515,25.0
2021,20,2212,22.0
2022,45,714,7.0
2019,10,225,2.0
2021,26,1414,14.0
2020,41,711,7.0
2023,41,931,9.0
2019,8,1634,16.0
2022,46,222,2.0
2019,40,724,7.0
2022,2,1631,16.0
2021,15,821,8.0
2020,20,2533,25.0
2019,31,1122,11.0
2022,17,935,9.0
2019,48,113,1.0
2023,24,333,3.0
2021,47,1032,10.0
2022,21,1651,16.0
2020,33,1122,11.0
2021,43,1624,16.0
2021,12,2422,24.0
2022,16,2411,24.0
2020,26,1113,11.0
2019,15,2221,22.0
2022,43,1932,19.0
2023,28,713,7.0
2019,5,1921,19.0
2022,33,235,2.0
2021,31,1823,18.0
2020,48,2221,22.0
2023,37,1221,12.0
2021,51,2433,24.0
2019,22,632,6.0
2023,42,723,7.0
2022,33,2532,25.0
2019,9,1651,16.0
2023,33,831,8.0
2022,20,2432,24.0
2020,6,624,6.0
2019,7,123,1.0
2022,12,114,1.0
2021,33,1511,15.0
2022,37,1653,16.0
2022,4,1221,12.0
2021,47,2222,22.0
2020,9,613,6.0
2019,21,2524,25.0
2022,35,1532,15.0
2022,29,2535,25.0
2021,13,1114,11.0
2019,25,921,9.0
2022,6,131,1.0
2021,48,323,3.0
2021,39,715,7.0
2019,23,713,7.0
2023,42,1011,10.0
2023,52,531,5.0
2021,34,2012,20.0
2021,49,2524,25.0
2023,12,2524,25.0
2023,38,2212,22.0
2023,13,923,9.0
2019,20,913,9.0
2020,42,131,1.0
2023,11,1223,12.0
2023,11,1424,14.0
2019,21,1133,11.0
2019,41,1712,17.0
2020,45,1713,17.0
2020,19,434,4.0
2022,37,726,7.0
2020,40,811,8.0
2019,50,822,8.0
2022,50,1724,17.0
2022,4,432,4.0
2021,10,634,6.0
2020,14,1023,10.0
2021,30,414,4.0
2022,11,223,2.0
2021,25,312,3.0
2022,14,2032,20.0
2021,42,1654,16.0
2021,10,131,1.0
2020,50,2523,25.0
2019,46,715,7.0
2021,40,1923,19.0
2019,24,1223,12.0
2019,36,1224,12.0
2021,19,1133,11.0
2020,36,2211,22.0
2023,34,1811,18.0
2021,24,833,8.0
2019,33,2222,22.0
2020,26,2233,22.0
2019,8,621,6.0
2019,42,311,3.0
2019,49,211,2.0
2019,44,712,7.0
2022,26,1413,14.0
2023,37,1232,12.0
2019,40,1424,14.0
2020,8,2413,24.0
2020,10,1222,12.0
2020,5,834,8.0
2022,38,1121,11.0
2020,12,1412,14.0
2019,2,1512,15.0
2019,13,414,4.0
2022,19,322,3.0
2023,4,2423,24.0
2020,20,2222,22.0
2021,52,612,6.0
2023,44,1023,10.0
2019,26,933,9.0
2020,46,1512,15.0
2020,11,2423,24.0
2023,21,1123,11.0
2022,10,413,4.0
2020,50,1421,14.0
2021,6,1925,19.0
2019,22,834,8.0
2019,11,1624,16.0
2022,37,1112,31.0
2022,9,823,8.0
2022,26,1523,15.0
2021,29,1713,17.0
2020,13,731,7.0
2019,45,1723,17.0
2019,17,1222,12.0
2021,19,111,1.0
2021,14,214,2.0
2022,44,733,7.0
2020,49,513,5.0
2019,46,1934,19.0
2022,10,224,2.0
2020,51,814,8.0
2023,16,421,4.0
2019,48,1822,18.0
2022,28,835,8.0
2023,10,731,7.0
2021,4,923,9.0
2022,17,1214,12.0
2022,29,322,3.0
2023,40,2531,25.0
2023,27,1814,18.0
2023,2,215,2.0
2020,44,511,5.0
2020,29,624,6.0
2021,31,2523,25.0
2022,29,731,7.0
2023,37,2433,24.0
2019,4,1532,15.0
2022,51,832,8.0
2023,8,2411,24.0
2019,31,1934,19.0
2021,8,225,2.0
2020,34,932,9.0
2023,11,1924,19.0
2021,35,613,22.0
2019,40,1832,18.0
2020,33,113,1.0
2022,4,1422,14.0
2021,47,932,9.0
2023,16,524,5.0
2021,9,911,9.0
2022,23,1631,16.0
2023,1,835,8.0
2020,35,1611,16.0
2021,43,1222,12.0
2019,26,111,1.0
2022,49,1024,10.0
2020,38,623,6.0
2020,22,911,9.0
2023,44,1223,12.0
2020,2,1823,18.0
2020,42,1223,12.0
2020,48,1711,17.0
2021,16,2412,24.0
2023,7,1135,11.0
2023,16,915,9.0
2019,1,1113,11.0
2021,10,324,3.0
2023,28,932,9.0
2020,35,421,4.0
2022,19,814,8.0
2019,10,2523,25.0
2020,5,1834,18.0
2020,11,2514,25.0
2022,3,2022,20.0
2022,3,421,4.0
2019,49,512,5.0
2023,41,1523,15.0
2021,53,735,7.0
2020,46,434,1.0
2022,47,2424,24.0
2020,30,331,3.0
2022,25,1811,18.0
2022,21,1824,18.0
2022,20,224,2.0
2019,36,1214,12.0
2022,42,1711,17.0
2019,52,1654,16.0
2022,9,1034,12.0
2021,48,132,1.0
2019,36,1034,10.0
2023,7,2023,20.0
2023,4,913,9.0
2022,9,122,1.0
2023,36,1422,14.0
2021,35,131,1.0
